cliente_id,health_score,riesgo_churn_pct,customer_lifetime_value_estimado,fecha_ultima_prediccion,variables_mas_influyentes,motivo_principal_riesgo,explicacion_ia,accion_recomendada,nivel_riesgo
252,35,68.3,262.53,2026-07-12,Cancelaciones de clases frecuentes; Impagos recurrentes; Competidor cercano recién abierto; Sin interacción con la app,Baja satisfacción (NPS < 5),El cliente presenta señales críticas: baja satisfacción (nps < 5). Tendencia de actividad decreciente. Intervención inmediata recomendada.,Reunión con el director del centro,alto
253,74,16.0,175.26,2026-07-12,Cancelaciones de clases frecuentes; Baja frecuencia de visitas; Precio elevado respecto al uso; Sin renovación automática,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Enviar encuesta de satisfacción,bajo
254,83,18.5,1576.32,2026-07-12,Alta distancia al gimnasio; Impagos recurrentes; Baja satisfacción (NPS < 5); Cancelaciones de clases frecuentes,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Email de fidelización estándar,bajo
255,44,52.6,1214.2,2026-07-12,Baja satisfacción (NPS < 5); Sin interacción con la app; Impagos recurrentes; Sin renovación automática,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
256,68,37.5,960.0,2026-07-12,Competidor cercano recién abierto; Cambio reciente de entrenador; Precio elevado respecto al uso; Cancelaciones de clases frecuentes,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
257,75,23.8,843.21,2026-07-12,Sin renovación automática; Baja satisfacción (NPS < 5); Baja frecuencia de visitas,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Enviar encuesta de satisfacción,bajo
258,55,44.1,298.9,2026-07-12,Cancelaciones de clases frecuentes; Alta distancia al gimnasio,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
259,69,28.7,90.01,2026-07-12,Competidor cercano recién abierto; Precio elevado respecto al uso,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Enviar encuesta de satisfacción,bajo
260,67,22.9,127.68,2026-07-12,Cambio reciente de entrenador; Baja frecuencia de visitas; Precio elevado respecto al uso,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Push notification con novedades del centro,bajo
261,67,25.0,42.11,2026-07-12,Impagos recurrentes; Baja satisfacción (NPS < 5),Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Push notification con novedades del centro,bajo
262,41,55.7,905.52,2026-07-12,Competidor cercano recién abierto; Impagos recurrentes; Cambio reciente de entrenador,Cambio reciente de entrenador,El cliente muestra indicios de desenganche: cambio reciente de entrenador. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
263,51,53.0,66.9,2026-07-12,Competidor cercano recién abierto; Baja satisfacción (NPS < 5); Cambio reciente de entrenador; Baja frecuencia de visitas,Baja frecuencia de visitas,El cliente muestra indicios de desenganche: baja frecuencia de visitas. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
264,58,40.2,723.6,2026-07-12,Baja frecuencia de visitas; Baja satisfacción (NPS < 5); Cambio reciente de entrenador,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
265,64,35.5,459.28,2026-07-12,Cambio reciente de entrenador; Sin interacción con la app; Competidor cercano recién abierto; Precio elevado respecto al uso,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
266,78,26.6,1710.66,2026-07-12,Cambio reciente de entrenador; Sin interacción con la app; Precio elevado respecto al uso; Baja frecuencia de visitas,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Email de fidelización estándar,bajo
267,82,23.9,1546.52,2026-07-12,Competidor cercano recién abierto; Precio elevado respecto al uso,Alta distancia al gimnasio,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: alta distancia al gimnasio.,Email de fidelización estándar,bajo
268,48,46.8,98.25,2026-07-12,Sin renovación automática; Cancelaciones de clases frecuentes,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
269,84,11.6,855.76,2026-07-12,Cancelaciones de clases frecuentes; Precio elevado respecto al uso; Sin interacción con la app; Sin renovación automática,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Email de fidelización estándar,bajo
270,90,8.5,737.28,2026-07-12,Sin renovación automática; Baja frecuencia de visitas; Sin interacción con la app; Cambio reciente de entrenador,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Enviar encuesta de satisfacción,bajo
271,63,42.6,174.66,2026-07-12,Baja satisfacción (NPS < 5); Cambio reciente de entrenador; Sin renovación automática,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
272,79,23.6,28.64,2026-07-12,Baja satisfacción (NPS < 5); Impagos recurrentes,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Push notification con novedades del centro,bajo
273,38,55.2,56.34,2026-07-12,Cancelaciones de clases frecuentes; Competidor cercano recién abierto,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
274,57,51.9,463.98,2026-07-12,Baja frecuencia de visitas; Impagos recurrentes; Cancelaciones de clases frecuentes,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
275,67,33.9,1121.57,2026-07-12,Baja frecuencia de visitas; Precio elevado respecto al uso; Baja satisfacción (NPS < 5); Competidor cercano recién abierto,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
276,51,54.7,500.65,2026-07-12,Cambio reciente de entrenador; Sin interacción con la app; Baja satisfacción (NPS < 5),Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
277,43,47.9,926.86,2026-07-12,Impagos recurrentes; Baja satisfacción (NPS < 5); Sin interacción con la app; Competidor cercano recién abierto,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
278,43,56.1,51.25,2026-07-12,Baja satisfacción (NPS < 5); Cambio reciente de entrenador; Alta distancia al gimnasio; Precio elevado respecto al uso,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
279,81,23.0,3891.6,2026-07-12,Baja frecuencia de visitas; Cambio reciente de entrenador; Precio elevado respecto al uso; Alta distancia al gimnasio,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Enviar encuesta de satisfacción,bajo
280,91,7.6,567.42,2026-07-12,Cancelaciones de clases frecuentes; Precio elevado respecto al uso; Sin renovación automática; Impagos recurrentes,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Enviar encuesta de satisfacción,bajo
281,91,1.6,58.04,2026-07-12,Sin renovación automática; Impagos recurrentes; Sin interacción con la app; Competidor cercano recién abierto,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Push notification con novedades del centro,bajo
282,42,50.4,737.63,2026-07-12,Cancelaciones de clases frecuentes; Impagos recurrentes; Baja satisfacción (NPS < 5),Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
283,74,31.2,1728.8,2026-07-12,Impagos recurrentes; Cancelaciones de clases frecuentes; Competidor cercano recién abierto; Alta distancia al gimnasio,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
284,82,15.5,447.44,2026-07-12,Sin renovación automática; Impagos recurrentes,Baja frecuencia de visitas,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja frecuencia de visitas.,Enviar encuesta de satisfacción,bajo
285,65,36.7,1425.69,2026-07-12,Sin renovación automática; Impagos recurrentes; Alta distancia al gimnasio; Baja frecuencia de visitas,Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
286,73,28.1,3025.57,2026-07-12,Baja satisfacción (NPS < 5); Baja frecuencia de visitas; Precio elevado respecto al uso,Competidor cercano recién abierto,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: competidor cercano recién abierto.,Enviar encuesta de satisfacción,bajo
287,71,35.8,488.67,2026-07-12,Impagos recurrentes; Sin interacción con la app,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
288,75,25.9,416.2,2026-07-12,Impagos recurrentes; Sin interacción con la app,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Email de fidelización estándar,bajo
289,51,42.9,73.17,2026-07-12,Cambio reciente de entrenador; Alta distancia al gimnasio,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
290,92,13.7,167.6,2026-07-12,Cambio reciente de entrenador; Baja satisfacción (NPS < 5); Alta distancia al gimnasio,Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Email de fidelización estándar,bajo
291,74,27.0,1154.88,2026-07-12,Sin renovación automática; Cambio reciente de entrenador; Competidor cercano recién abierto; Baja satisfacción (NPS < 5),Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Email de fidelización estándar,bajo
292,87,17.9,1378.01,2026-07-12,Sin interacción con la app; Cancelaciones de clases frecuentes; Baja satisfacción (NPS < 5); Baja frecuencia de visitas,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Enviar encuesta de satisfacción,bajo
